sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
thrust,thrust,378041.7119338,1779343209.6926804,3285,195.80128142848707,N,OK,,,,simulated
tank_temp,temperature,378041.7119479,1779343209.6926944,181207,20.799484503052977,°C,OK,,,,simulated
CC-PT,pressure,378041.7222174,1779343209.7029653,2179912,199.8322397270489,psi,OK,,,,simulated
FI-PT,pressure,378041.7223294,1779343209.7030764,2912328,308.9707415069033,psi,OK,,,,simulated
thrust,thrust,378041.7223499,1779343209.7030966,3345,199.37756054133615,N,OK,,,,simulated
tank_temp,temperature,378041.7223641,1779343209.7031107,181051,20.557969549977454,°C,OK,,,,simulated
CC-PT,pressure,378041.7323986,1779343209.713146,2165885,197.7420535972182,psi,OK,,,,simulated
FI-PT,pressure,378041.7324548,1779343209.7132015,2917599,309.75618180706283,psi,OK,,,,simulated
thrust,thrust,378041.7324784,1779343209.7132251,3365,200.5696535789525,N,OK,,,,simulated
tank_temp,temperature,378041.7324937,1779343209.7132404,180955,20.40934496346944,°C,OK,,,,simulated
CC-PT,pressure,378041.7426865,1779343209.7234344,2171690,198.60706610763856,psi,OK,,,,simulated
FI-PT,pressure,378041.7427594,1779343209.7235062,2919556,310.0477975663897,psi,OK,,,,simulated
thrust,thrust,378041.7427718,1779343209.7235184,3271,194.96681630215562,N,OK,,,,simulated
tank_temp,temperature,378041.7427834,1779343209.72353,181096,20.627637324903084,°C,OK,,,,simulated
CC-PT,pressure,378041.7530476,1779343209.733795,2164304,197.50646621065926,psi,OK,,,,simulated
FI-PT,pressure,378041.7531084,1779343209.733855,2925875,310.98940205447695,psi,OK,,,,simulated
thrust,thrust,378041.7531213,1779343209.733868,3255,194.01314187206253,N,OK,,,,simulated
tank_temp,temperature,378041.7531344,1779343209.733881,181104,20.640022707112088,°C,OK,,,,simulated
CC-PT,pressure,378041.7632548,1779343209.7440028,2156122,196.28725305643712,psi,OK,,,,simulated
FI-PT,pressure,378041.7633537,1779343209.7441003,2912875,309.05225086835037,psi,OK,,,,simulated
thrust,thrust,378041.7633686,1779343209.7441154,3249,193.65551396077763,N,OK,,,,simulated
tank_temp,temperature,378041.7633871,1779343209.744134,181021,20.5115243666937,°C,OK,,,,simulated
CC-PT,pressure,378041.7735229,1779343209.7542706,2173026,198.8061456449205,psi,OK,,,,simulated
FI-PT,pressure,378041.773601,1779343209.7543476,2914885,309.3517642440515,psi,OK,,,,simulated
thrust,thrust,378041.773614,1779343209.754361,3133,186.74137434260274,N,OK,,,,simulated
tank_temp,temperature,378041.7736315,1779343209.754378,181127,20.675630680962964,°C,OK,,,,simulated
CC-PT,pressure,378041.7837305,1779343209.7644782,2166176,197.78541598146148,psi,OK,,,,simulated
FI-PT,pressure,378041.7838271,1779343209.764574,2923263,310.6001836776952,psi,OK,,,,simulated
thrust,thrust,378041.7838579,1779343209.764605,3133,186.74137434260274,N,OK,,,,simulated
tank_temp,temperature,378041.783877,1779343209.7646236,181060,20.57190310496258,°C,OK,,,,simulated
CC-PT,pressure,378041.7942763,1779343209.7750244,2160972,197.00995946049204,psi,OK,,,,simulated
FI-PT,pressure,378041.7944381,1779343209.775185,2897599,306.7759492130219,psi,OK,,,,simulated
thrust,thrust,378041.7944616,1779343209.7752085,3143,187.33742086141092,N,OK,,,,simulated
tank_temp,temperature,378041.7944939,1779343209.7752407,181019,20.508428021141448,°C,OK,,,,simulated
CC-PT,pressure,378041.80485,1779343209.7856143,2140218,193.91737209765574,psi,OK,,,,simulated
FI-PT,pressure,378041.8057638,1779343209.7865112,2919563,310.04884064779765,psi,OK,,,,simulated
thrust,thrust,378041.8059644,1779343209.7867117,3079,183.52272314103857,N,OK,,,,simulated
tank_temp,temperature,378041.8059975,1779343209.786744,181063,20.576547623290956,°C,OK,,,,simulated
CC-PT,pressure,378041.8154175,1779343209.7961648,2169546,198.28758517355737,psi,OK,,,,simulated
FI-PT,pressure,378041.8154826,1779343209.7962291,2910016,308.6262266190322,psi,OK,,,,simulated
thrust,thrust,378041.8154947,1779343209.7962415,3063,182.56904871094548,N,OK,,,,simulated
tank_temp,temperature,378041.8155079,1779343209.7962546,180983,20.452693801200944,°C,OK,,,,simulated
CC-PT,pressure,378041.8257753,1779343209.8065228,2169414,198.2679156384367,psi,OK,,,,simulated
FI-PT,pressure,378041.8258697,1779343209.8066165,2927594,311.24555304593474,psi,OK,,,,simulated
thrust,thrust,378041.8258981,1779343209.806645,2957,176.25095561157877,N,OK,,,,simulated
tank_temp,temperature,378041.8259225,1779343209.8066692,181039,20.53939147666395,°C,OK,,,,simulated
CC-PT,pressure,378041.8359563,1779343209.8167036,2156673,196.36935846440295,psi,OK,,,,simulated
FI-PT,pressure,378041.8360177,1779343209.8167644,2915637,309.4638209895874,psi,OK,,,,simulated
thrust,thrust,378041.8360419,1779343209.8167887,2935,174.93965327020078,N,OK,,,,simulated
tank_temp,temperature,378041.8360581,1779343209.8168046,181175,20.74994297421697,°C,OK,,,,simulated
CC-PT,pressure,378041.8463551,1779343209.827103,2142197,194.2122661128361,psi,OK,,,,simulated
FI-PT,pressure,378041.846427,1779343209.8271737,2910121,308.64187284015094,psi,OK,,,,simulated
thrust,thrust,378041.8464519,1779343209.8271987,2861,170.52890903102025,N,OK,,,,simulated
tank_temp,temperature,378041.8464683,1779343209.8272152,181141,20.697305099828718,°C,OK,,,,simulated
CC-PT,pressure,378041.856667,1779343209.8374155,2158534,196.64666910727846,psi,OK,,,,simulated
FI-PT,pressure,378041.8567338,1779343209.8374808,2929152,311.4777131650105,psi,OK,,,,simulated
thrust,thrust,378041.8567566,1779343209.8375032,2791,166.356583399363,N,OK,,,,simulated
tank_temp,temperature,378041.8568292,1779343209.8375766,181100,20.633830016007586,°C,OK,,,,simulated
CC-PT,pressure,378041.866821,1779343209.8475676,2146271,194.81933949224222,psi,OK,,,,simulated
FI-PT,pressure,378041.8668574,1779343209.847604,2913262,309.10991836904503,psi,OK,,,,simulated
thrust,thrust,378041.8668796,1779343209.8476264,2793,166.47579270312463,N,OK,,,,simulated
tank_temp,temperature,378041.8668957,1779343209.8476427,181068,20.58428848717158,°C,OK,,,,simulated
CC-PT,pressure,378041.8770604,1779343209.8578084,2137721,193.54529005828974,psi,OK,,,,simulated
FI-PT,pressure,378041.877155,1779343209.8579018,2909965,308.6186270259174,psi,OK,,,,simulated
thrust,thrust,378041.8771726,1779343209.8579195,2765,164.80686245046172,N,OK,,,,simulated
tank_temp,temperature,378041.8771876,1779343209.8579342,181076,20.59667386938058,°C,OK,,,,simulated
CC-PT,pressure,378041.8873229,1779343209.8680701,2165466,197.67961772437303,psi,OK,,,,simulated
FI-PT,pressure,378041.8873867,1779343209.8681333,2923152,310.58364338679826,psi,OK,,,,simulated
thrust,thrust,378041.8874332,1779343209.8681803,2613,155.7469553645774,N,OK,,,,simulated
tank_temp,temperature,378041.8874587,1779343209.8682053,180980,20.448049282872567,°C,OK,,,,simulated
CC-PT,pressure,378041.897653,1779343209.8784008,2128446,192.16320719280327,psi,OK,,,,simulated
FI-PT,pressure,378041.897738,1779343209.8784845,2899379,307.0411899138915,psi,OK,,,,simulated
thrust,thrust,378041.89778,1779343209.8785267,2587,154.19723441567612,N,OK,,,,simulated
tank_temp,temperature,378041.8977947,1779343209.8785412,181066,20.58119214161933,°C,OK,,,,simulated
CC-PT,pressure,378041.9080033,1779343209.888751,2145905,194.76480123577127,psi,OK,,,,simulated
FI-PT,pressure,378041.9081604,1779343209.8889074,2916801,309.6372705265606,psi,OK,,,,simulated
thrust,thrust,378041.9082249,1779343209.8889723,2523,150.38253669530377,N,OK,,,,simulated
tank_temp,temperature,378041.9082486,1779343209.8889954,181006,20.488301775051823,°C,OK,,,,simulated
CC-PT,pressure,378041.9181506,1779343209.8988974,2140588,193.9725064006455,psi,OK,,,,simulated
FI-PT,pressure,378041.9181857,1779343209.8989322,2925433,310.92353891414865,psi,OK,,,,simulated
thrust,thrust,378041.9182111,1779343209.8989577,2477,147.64072270878614,N,OK,,,,simulated
tank_temp,temperature,378041.9182244,1779343209.898971,181012,20.497590811708573,°C,OK,,,,simulated
CC-PT,pressure,378041.9287543,1779343209.9095023,2149923,195.36352996391415,psi,OK,,,,simulated
FI-PT,pressure,378041.9288462,1779343209.909593,2905930,308.01736510006964,psi,OK,,,,simulated
thrust,thrust,378041.9288788,1779343209.9096255,2331,138.93844353418672,N,OK,,,,simulated
tank_temp,temperature,378041.9289083,1779343209.909655,181153,20.715883173142217,°C,OK,,,,simulated
CC-PT,pressure,378041.9399462,1779343209.9206944,2119748,190.86710403765488,psi,OK,,,,simulated
FI-PT,pressure,378041.9400196,1779343209.920766,2927683,311.25881508097825,psi,OK,,,,simulated
thrust,thrust,378041.9400319,1779343209.9207788,2217,132.14351321977347,N,OK,,,,simulated
tank_temp,temperature,378041.9400441,1779343209.9207907,181000,20.47901273839507,°C,OK,,,,simulated
CC-PT,pressure,378041.9502191,1779343209.9309669,2150426,195.43848281365428,psi,OK,,,,simulated
FI-PT,pressure,378041.9503033,1779343209.9310503,2915225,309.4024281981502,psi,OK,,,,simulated
thrust,thrust,378041.9503327,1779343209.9310794,2203,131.30904809344202,N,OK,,,,simulated
tank_temp,temperature,378041.9503563,1779343209.931103,181051,20.557969549977454,°C,OK,,,,simulated
CC-PT,pressure,378041.9605805,1779343209.9413278,2153121,195.8400691557013,psi,OK,,,,simulated
FI-PT,pressure,378041.9606454,1779343209.941392,2912690,309.02468371685546,psi,OK,,,,simulated
thrust,thrust,378041.9606706,1779343209.9414175,2077,123.79886195645895,N,OK,,,,simulated
tank_temp,temperature,378041.9606882,1779343209.9414349,181051,20.557969549977454,°C,OK,,,,simulated
CC-PT,pressure,378041.9710376,1779343209.9517853,2137274,193.47868185981292,psi,OK,,,,simulated
FI-PT,pressure,378041.9711029,1779343209.9518495,2901490,307.35575346419256,psi,OK,,,,simulated
thrust,thrust,378041.9711146,1779343209.951861,1973,117.59997816085388,N,OK,,,,simulated
tank_temp,temperature,378041.9711276,1779343209.9518743,181108,20.646215398216587,°C,OK,,,,simulated
CC-PT,pressure,378041.9813267,1779343209.962083,2135789,193.2573995897054,psi,OK,,,,simulated
FI-PT,pressure,378041.9814288,1779343209.9621758,2931969,311.8974789258812,psi,OK,,,,simulated
thrust,thrust,378041.981457,1779343209.9622037,1917,114.26211765552807,N,OK,,,,simulated
tank_temp,temperature,378041.9814729,1779343209.9622195,181026,20.519265230574327,°C,OK,,,,simulated
CC-PT,pressure,378041.9918621,1779343209.9726102,2147469,194.99785542462533,psi,OK,,,,simulated
FI-PT,pressure,378041.9919847,1779343209.9727316,2931194,311.7819949128621,psi,OK,,,,simulated
thrust,thrust,378041.9920109,1779343209.972758,1835,109.374536201301,N,OK,,,,simulated
tank_temp,temperature,378041.9920353,1779343209.9727821,181073,20.592029351052208,°C,OK,,,,simulated
CC-PT,pressure,378042.0023261,1779343209.9830742,2122375,191.25855758888216,psi,OK,,,,simulated
FI-PT,pressure,378042.0024267,1779343209.9831734,2914417,309.2820268013509,psi,OK,,,,simulated
thrust,thrust,378042.0024507,1779343209.9831975,1747,104.12932683578902,N,OK,,,,simulated
tank_temp,temperature,378042.0024738,1779343209.9832206,181064,20.578095796067082,°C,OK,,,,simulated
CC-PT,pressure,378042.0127392,1779343209.9934871,2118647,190.70304223335293,psi,OK,,,,simulated
FI-PT,pressure,378042.0128248,1779343209.9935715,2921366,310.3175086161504,psi,OK,,,,simulated
thrust,thrust,378042.0128394,1779343209.9935858,1641,97.81123373642231,N,OK,,,,simulated
tank_temp,temperature,378042.0128672,1779343209.9936142,181025,20.5177170577982,°C,OK,,,,simulated
CC-PT,pressure,378042.0231842,1779343210.003932,2120561,190.98825049260265,psi,OK,,,,simulated
FI-PT,pressure,378042.0232651,1779343210.0040119,2898728,306.94418334295545,psi,OK,,,,simulated
thrust,thrust,378042.0232776,1779343210.0040243,1483,88.39369873925307,N,OK,,,,simulated
tank_temp,temperature,378042.0232919,1779343210.0040386,180998,20.475916392842823,°C,OK,,,,simulated
CC-PT,pressure,378042.0334391,1779343210.0141864,2122660,191.30102590334724,psi,OK,,,,simulated
FI-PT,pressure,378042.0335565,1779343210.0143037,2918200,309.84573779651373,psi,OK,,,,simulated
thrust,thrust,378042.0335887,1779343210.0143352,1381,82.31402424740963,N,OK,,,,simulated
tank_temp,temperature,378042.033603,1779343210.01435,180966,20.426374864006817,°C,OK,,,,simulated
CC-PT,pressure,378042.0436824,1779343210.02443,2131508,192.61948080295093,psi,OK,,,,simulated
FI-PT,pressure,378042.0437816,1779343210.024529,2921116,310.2802557087249,psi,OK,,,,simulated
thrust,thrust,378042.0438161,1779343210.0245628,1371,81.71797772860145,N,OK,,,,simulated
tank_temp,temperature,378042.0438378,1779343210.0245845,181102,20.636926361559837,°C,OK,,,,simulated
CC-PT,pressure,378042.0540401,1779343210.0347867,2134019,192.99364900513277,psi,OK,,,,simulated
FI-PT,pressure,378042.0540974,1779343210.0348442,2909766,308.5889737116067,psi,OK,,,,simulated
thrust,thrust,378042.0541135,1779343210.0348604,1301,77.5456520969442,N,OK,,,,simulated
tank_temp,temperature,378042.0541298,1779343210.0348766,180975,20.440308418991943,°C,OK,,,,simulated
CC-PT,pressure,378042.0641706,1779343210.0449176,2119017,190.7581765363427,psi,OK,,,,simulated
FI-PT,pressure,378042.0642045,1779343210.044951,2910865,308.75273749264926,psi,OK,,,,simulated
thrust,thrust,378042.0642572,1779343210.0450041,1173,69.9162566561995,N,OK,,,,simulated
tank_temp,temperature,378042.0642713,1779343210.0450182,181105,20.64157087988821,°C,OK,,,,simulated
CC-PT,pressure,378042.0744333,1779343210.0551803,2133139,192.86251877099497,psi,OK,,,,simulated
FI-PT,pressure,378042.074528,1779343210.0552745,2915099,309.3836527328077,psi,OK,,,,simulated
thrust,thrust,378042.0745527,1779343210.0552995,1019,60.737140266553524,N,OK,,,,simulated
tank_temp,temperature,378042.0745696,1779343210.0553164,181137,20.691112408724216,°C,OK,,,,simulated
CC-PT,pressure,378042.0846288,1779343210.0653765,2120704,191.00955915565004,psi,OK,,,,simulated
FI-PT,pressure,378042.0846929,1779343210.0654395,2908900,308.4599296402847,psi,OK,,,,simulated
thrust,thrust,378042.0847028,1779343210.0654495,983,58.59137279884408,N,OK,,,,simulated
tank_temp,temperature,378042.0847154,1779343210.065462,180990,20.46353101063382,°C,OK,,,,simulated
CC-PT,pressure,378042.0948116,1779343210.0755594,2114996,190.15900077331077,psi,OK,,,,simulated
FI-PT,pressure,378042.0948816,1779343210.0756283,2900186,307.1614422990611,psi,OK,,,,simulated
thrust,thrust,378042.0949025,1779343210.0756493,817,48.69700058662829,N,OK,,,,simulated
tank_temp,temperature,378042.094925,1779343210.075672,180962,20.420182172902315,°C,OK,,,,simulated
CC-PT,pressure,378042.1063357,1779343210.0870845,2112632,189.80673728069507,psi,OK,,,,simulated
FI-PT,pressure,378042.1066791,1779343210.0874262,2924175,310.7360822839835,psi,OK,,,,simulated
thrust,thrust,378042.1067581,1779343210.0875053,771,45.955186600110665,N,OK,,,,simulated
tank_temp,temperature,378042.1068901,1779343210.0876372,180957,20.41244130902169,°C,OK,,,,simulated
CC-PT,pressure,378042.1161477,1779343210.0968947,2106858,188.94634413079547,psi,OK,,,,simulated
FI-PT,pressure,378042.1161887,1779343210.0969355,2925277,310.90029309991513,psi,OK,,,,simulated
thrust,thrust,378042.1161985,1779343210.096945,641,38.20658185560433,N,OK,,,,simulated
tank_temp,temperature,378042.1162107,1779343210.0969574,180988,20.46043466508157,°C,OK,,,,simulated
CC-PT,pressure,378042.1263648,1779343210.1071126,2126058,191.8073674210748,psi,OK,,,,simulated
FI-PT,pressure,378042.1264338,1779343210.1071804,2922270,310.45221512940105,psi,OK,,,,simulated
thrust,thrust,378042.1264581,1779343210.1072052,551,32.84216318633071,N,OK,,,,simulated
tank_temp,temperature,378042.1264745,1779343210.1072214,181106,20.643119052664336,°C,OK,,,,simulated
CC-PT,pressure,378042.1368165,1779343210.1175644,2113601,189.9511295498764,psi,OK,,,,simulated
FI-PT,pressure,378042.1368861,1779343210.1176329,2923549,310.64280100379,psi,OK,,,,simulated
thrust,thrust,378042.136903,1779343210.1176496,387,23.06700027787656,N,OK,,,,simulated
tank_temp,temperature,378042.1369202,1779343210.117667,180967,20.427923036782943,°C,OK,,,,simulated
CC-PT,pressure,378042.1469671,1779343210.1277156,2095831,187.30319289007102,psi,OK,,,,simulated
FI-PT,pressure,378042.1470398,1779343210.1277864,2926529,311.0868556603021,psi,OK,,,,simulated
thrust,thrust,378042.1470619,1779343210.1278088,329,19.609930468789116,N,OK,,,,simulated
tank_temp,temperature,378042.1470873,1779343210.1278338,180947,20.39695958126044,°C,OK,,,,simulated
CC-PT,pressure,378042.1570868,1779343210.1378353,2109415,189.3273668679436,psi,OK,,,,simulated
FI-PT,pressure,378042.1571763,1779343210.137923,2912987,309.068940170877,psi,OK,,,,simulated
thrust,thrust,378042.157205,1779343210.1379519,135,8.046628003910428,N,OK,,,,simulated
tank_temp,temperature,378042.1572246,1779343210.1379712,180907,20.335032670215433,°C,OK,,,,simulated
CC-PT,pressure,378042.1675546,1779343210.1483016,2101496,188.1473437723331,psi,OK,,,,simulated
FI-PT,pressure,378042.1675991,1779343210.148346,2886523,305.125496402442,psi,OK,,,,simulated
thrust,thrust,378042.1676217,1779343210.1483686,135,8.046628003910428,N,OK,,,,simulated
tank_temp,temperature,378042.1676367,1779343210.1483834,181020,20.509976193917574,°C,OK,,,,simulated
CC-PT,pressure,378042.1782392,1779343210.1589873,2093745,186.99235463051255,psi,OK,,,,simulated
FI-PT,pressure,378042.1783167,1779343210.1590633,2916050,309.52536279265433,psi,OK,,,,simulated
thrust,thrust,378042.1783451,1779343210.1590922,-63,3.755093068491533,N,OK,,,,simulated
tank_temp,temperature,378042.1783636,1779343210.1591103,181040,20.540939649440077,°C,OK,,,,simulated
CC-PT,pressure,378042.1886685,1779343210.1694162,2114870,190.1402253079683,psi,OK,,,,simulated
FI-PT,pressure,378042.1887592,1779343210.1695058,2910172,308.6494724332657,psi,OK,,,,simulated
thrust,thrust,378042.1888042,1779343210.1695514,-133,7.927418700148792,N,OK,,,,simulated
tank_temp,temperature,378042.1888263,1779343210.169573,181108,20.646215398216587,°C,OK,,,,simulated
CC-PT,pressure,378042.199178,1779343210.1799247,2096577,187.41435556582874,psi,OK,,,,simulated
FI-PT,pressure,378042.1992266,1779343210.1799734,2904038,307.73543509667337,psi,OK,,,,simulated
thrust,thrust,378042.1992402,1779343210.1799867,-211,12.576581546852594,N,OK,,,,simulated
tank_temp,temperature,378042.1992511,1779343210.179998,181026,20.519265230574327,°C,OK,,,,simulated
CC-PT,pressure,378042.209435,1779343210.1901834,2102776,188.33807865835172,psi,OK,,,,simulated
FI-PT,pressure,378042.2095178,1779343210.1902642,2920358,310.16730489341074,psi,OK,,,,simulated
thrust,thrust,378042.2095318,1779343210.1902788,-317,18.8946746462193,N,OK,,,,simulated
tank_temp,temperature,378042.2095486,1779343210.1902952,181004,20.485205429499572,°C,OK,,,,simulated
CC-PT,pressure,378042.2224374,1779343210.203185,2092825,186.85526393118667,psi,OK,,,,simulated
FI-PT,pressure,378042.2235479,1779343210.2042952,2905173,307.9045632963852,psi,OK,,,,simulated
thrust,thrust,378042.223581,1779343210.2043276,-491,29.26588407348163,N,OK,,,,simulated
tank_temp,temperature,378042.2236397,1779343210.2043862,181002,20.48210908394732,°C,OK,,,,simulated
CC-PT,pressure,378042.2329186,1779343210.2136657,2092943,186.8728473034915,psi,OK,,,,simulated
FI-PT,pressure,378042.2329823,1779343210.2137291,2903266,307.6203981185434,psi,OK,,,,simulated
thrust,thrust,378042.2329922,1779343210.2137387,-645,38.4450004631276,N,OK,,,,simulated
tank_temp,temperature,378042.2330021,1779343210.2137487,181191,20.774713738634972,°C,OK,,,,simulated
CC-PT,pressure,378042.243414,1779343210.2241619,2087927,186.125404968906,psi,OK,,,,simulated
FI-PT,pressure,378042.2434942,1779343210.2242408,2938721,312.9036054496295,psi,OK,,,,simulated
thrust,thrust,378042.2435216,1779343210.2243135,-657,39.160256285697415,N,OK,,,,simulated
tank_temp,temperature,378042.2435826,1779343210.2243297,181105,20.64157087988821,°C,OK,,,,simulated
CC-PT,pressure,378042.2538748,1779343210.234623,2097493,187.55085021863582,psi,OK,,,,simulated
FI-PT,pressure,378042.253961,1779343210.2347074,2910854,308.7510983647225,psi,OK,,,,simulated
thrust,thrust,378042.2541085,1779343210.234856,-821,48.935419194151564,N,OK,,,,simulated
tank_temp,temperature,378042.2558909,1779343210.2366385,181058,20.56880675941033,°C,OK,,,,simulated
CC-PT,pressure,378042.2641264,1779343210.2448738,2084989,185.6876088008414,psi,OK,,,,simulated
FI-PT,pressure,378042.2641966,1779343210.2449431,2916234,309.5527809325195,psi,OK,,,,simulated
thrust,thrust,378042.2642229,1779343210.2449698,-959,57.160861153704445,N,OK,,,,simulated
tank_temp,temperature,378042.2642552,1779343210.245002,180977,20.443404764544194,°C,OK,,,,simulated
CC-PT,pressure,378042.2743204,1779343210.255068,2099529,187.85423789670918,psi,OK,,,,simulated
FI-PT,pressure,378042.2743882,1779343210.2551348,2920268,310.15389384673756,psi,OK,,,,simulated
thrust,thrust,378042.2744006,1779343210.2551472,-967,57.63769836875099,N,OK,,,,simulated
tank_temp,temperature,378042.2744135,1779343210.25516,180985,20.455790146753195,°C,OK,,,,simulated
CC-PT,pressure,378042.2845962,1779343210.2653434,2084049,185.54753786892147,psi,OK,,,,simulated
FI-PT,pressure,378042.2846962,1779343210.2654433,2920244,310.1503175676247,psi,OK,,,,simulated
thrust,thrust,378042.2847241,1779343210.2654707,-1031,61.45239608912334,N,OK,,,,simulated
tank_temp,temperature,378042.2847393,1779343210.2654858,180989,20.461982837857693,°C,OK,,,,simulated
CC-PT,pressure,378042.2947075,1779343210.2754548,2086005,185.83900461661867,psi,OK,,,,simulated
FI-PT,pressure,378042.2948358,1779343210.275583,2913119,309.08860970599767,psi,OK,,,,simulated
thrust,thrust,378042.2948861,1779343210.275633,-1231,73.37332646528694,N,OK,,,,simulated
tank_temp,temperature,378042.2949121,1779343210.2756588,180987,20.458886492305446,°C,OK,,,,simulated
CC-PT,pressure,378042.3052588,1779343210.286006,2081721,185.2006387949751,psi,OK,,,,simulated
FI-PT,pressure,378042.3053276,1779343210.2860746,2919050,309.97239768176047,psi,OK,,,,simulated
thrust,thrust,378042.3054132,1779343210.2861605,-1283,76.47276836308947,N,OK,,,,simulated
tank_temp,temperature,378042.3054392,1779343210.286186,181024,20.516168885022076,°C,OK,,,,simulated
CC-PT,pressure,378042.3155348,1779343210.2962823,2093549,186.96314835109095,psi,OK,,,,simulated
FI-PT,pressure,378042.3156414,1779343210.2963886,2912888,309.05418801953647,psi,OK,,,,simulated
thrust,thrust,378042.3156934,1779343210.2964406,-1387,82.67165215869454,N,OK,,,,simulated
tank_temp,temperature,378042.3157743,1779343210.2965214,180945,20.39386323570819,°C,OK,,,,simulated
CC-PT,pressure,378042.3259005,1779343210.306648,2073814,184.02240383892104,psi,OK,,,,simulated
FI-PT,pressure,378042.3260295,1779343210.3067765,2909153,308.49762958259936,psi,OK,,,,simulated
thrust,thrust,378042.3260596,1779343210.3068063,-1505,89.70500108063106,N,OK,,,,simulated
tank_temp,temperature,378042.3260762,1779343210.306823,181111,20.650859916544963,°C,OK,,,,simulated
CC-PT,pressure,378042.336075,1779343210.3168228,2088671,186.23626962140432,psi,OK,,,,simulated
FI-PT,pressure,378042.336146,1779343210.3168926,2910852,308.7508003414631,psi,OK,,,,simulated
thrust,thrust,378042.336157,1779343210.3169036,-1591,94.83100114238141,N,OK,,,,simulated
tank_temp,temperature,378042.3361704,1779343210.316917,180923,20.359803434633434,°C,OK,,,,simulated
CC-PT,pressure,378042.346367,1779343210.3271148,2077407,184.55780262444048,psi,OK,,,,simulated
FI-PT,pressure,378042.3464623,1779343210.3272092,2919428,310.02872407778784,psi,OK,,,,simulated
thrust,thrust,378042.3464855,1779343210.3272324,-1697,101.14909424174812,N,OK,,,,simulated
tank_temp,temperature,378042.3465003,1779343210.3272471,181028,20.522361576126574,°C,OK,,,,simulated
CC-PT,pressure,378042.3565509,1779343210.3372982,2081572,185.1784360621495,psi,OK,,,,simulated
FI-PT,pressure,378042.356589,1779343210.3373358,2919962,310.10829628804873,psi,OK,,,,simulated
thrust,thrust,378042.3565989,1779343210.3373456,-1865,111.16267575772554,N,OK,,,,simulated
tank_temp,temperature,378042.3566094,1779343210.337356,181033,20.5301024400072,°C,OK,,,,simulated
CC-PT,pressure,378042.3670211,1779343210.347768,2081420,185.1557862944348,psi,OK,,,,simulated
FI-PT,pressure,378042.3670787,1779343210.3478255,2917269,309.70700796926116,psi,OK,,,,simulated
thrust,thrust,378042.3671076,1779343210.3478549,-1915,114.14290835176644,N,OK,,,,simulated
tank_temp,temperature,378042.3671436,1779343210.3478901,181044,20.54713234054458,°C,OK,,,,simulated
CC-PT,pressure,378042.3774523,1779343210.3582006,2091725,186.69135113851442,psi,OK,,,,simulated
FI-PT,pressure,378042.3775514,1779343210.358298,2897748,306.79815194584745,psi,OK,,,,simulated
thrust,thrust,378042.3775876,1779343210.3583348,-1997,119.03048980599351,N,OK,,,,simulated
tank_temp,temperature,378042.3776164,1779343210.3583634,181069,20.585836659947706,°C,OK,,,,simulated
CC-PT,pressure,378042.3879346,1779343210.3686821,2082125,185.26083949337473,psi,OK,,,,simulated
FI-PT,pressure,378042.3881832,1779343210.3689308,2910395,308.6827020266893,psi,OK,,,,simulated
thrust,thrust,378042.3884756,1779343210.3692236,-2101,125.22937360159858,N,OK,,,,simulated
tank_temp,temperature,378042.3885309,1779343210.3692777,180999,20.477464565618945,°C,OK,,,,simulated
CC-PT,pressure,378042.3982538,1779343210.3790007,2064719,182.66714306678094,psi,OK,,,,simulated
FI-PT,pressure,378042.3982955,1779343210.3790421,2917437,309.7320419230511,psi,OK,,,,simulated
thrust,thrust,378042.3983147,1779343210.3790617,-2151,128.20960619563948,N,OK,,,,simulated
tank_temp,temperature,378042.3983452,1779343210.379092,180991,20.465079183409944,°C,OK,,,,simulated
CC-PT,pressure,378042.4084929,1779343210.3892407,2076564,184.43218582060166,psi,OK,,,,simulated
FI-PT,pressure,378042.4086126,1779343210.3893597,2908332,308.37529103461395,psi,OK,,,,simulated
thrust,thrust,378042.4087066,1779343210.3894548,-2239,133.45481556115146,N,OK,,,,simulated
tank_temp,temperature,378042.4087644,1779343210.3895118,181070,20.58738483272383,°C,OK,,,,simulated
CC-PT,pressure,378042.4274634,1779343210.4082127,2075446,184.26559081859477,psi,OK,,,,simulated
FI-PT,pressure,378042.4276062,1779343210.408353,2916732,309.62698872411113,psi,OK,,,,simulated
thrust,thrust,378042.4276356,1779343210.4083827,-2359,140.60737378684962,N,OK,,,,simulated
tank_temp,temperature,378042.4276676,1779343210.4084144,181057,20.567258586634203,°C,OK,,,,simulated
CC-PT,pressure,378042.4403201,1779343210.4210694,2076624,184.44112651838378,psi,OK,,,,simulated
FI-PT,pressure,378042.4405114,1779343210.4212582,2912760,309.0351145309346,psi,OK,,,,simulated
thrust,thrust,378042.4405547,1779343210.4213023,-2401,143.11076916584398,N,OK,,,,simulated
tank_temp,temperature,378042.4407789,1779343210.4215274,180971,20.43411572788744,°C,OK,,,,simulated
CC-PT,pressure,378042.4509206,1779343210.4316702,2078312,184.69265814932083,psi,OK,,,,simulated
FI-PT,pressure,378042.4510626,1779343210.4318092,2923192,310.58960385198634,psi,OK,,,,simulated
thrust,thrust,378042.4511152,1779343210.4318626,-2573,153.36276928934467,N,OK,,,,simulated
tank_temp,temperature,378042.4511489,1779343210.4318957,181026,20.519265230574327,°C,OK,,,,simulated
