sensor_name,sensor_kind,t_monotonic,t_wall,raw_value,value,units,status,message,filtered_value,sequence,source
chamber_pressure,pressure,33474.9984664,1777362120.9983268,2308709,219.0244905977834,psi,OK,,,,simulated
injector_pressure,pressure,33474.9985316,1777362120.9983907,2902806,307.55185276888045,psi,OK,,,,simulated
thrust,thrust,33474.9985503,1777362120.99841,-3241,193.17867674573108,N,OK,,,,simulated
tank_temp,temperature,33474.9985735,1777362120.998433,180980,20.448049282872567,°C,OK,,,,simulated
chamber_pressure,pressure,33475.0187953,1777362121.0186558,2314198,219.84241543321798,psi,OK,,,,simulated
injector_pressure,pressure,33475.0188617,1777362121.018721,2902202,307.4618497445404,psi,OK,,,,simulated
thrust,thrust,33475.0188747,1777362121.018734,-3227,192.34421161939963,N,OK,,,,simulated
tank_temp,temperature,33475.0188862,1777362121.0187457,180890,20.308713733021307,°C,OK,,,,simulated
chamber_pressure,pressure,33475.0389233,1777362121.038783,2316993,220.2589029382352,psi,OK,,,,simulated
injector_pressure,pressure,33475.0389816,1777362121.0388408,2905347,307.9304913199534,psi,OK,,,,simulated
thrust,thrust,33475.0390038,1777362121.0388634,-3331,198.5430954150047,N,OK,,,,simulated
tank_temp,temperature,33475.0390223,1777362121.0388818,180945,20.39386323570819,°C,OK,,,,simulated
chamber_pressure,pressure,33475.0594098,1777362121.0592701,2298901,217.56298453366574,psi,OK,,,,simulated
injector_pressure,pressure,33475.0594928,1777362121.0593522,2920824,310.2367443128519,psi,OK,,,,simulated
thrust,thrust,33475.0595079,1777362121.0593672,-3383,201.64253731280724,N,OK,,,,simulated
tank_temp,temperature,33475.0595231,1777362121.0593824,180898,20.321099115230307,°C,OK,,,,simulated
chamber_pressure,pressure,33475.0803912,1777362121.0802507,2299480,217.64926226726323,psi,OK,,,,simulated
injector_pressure,pressure,33475.0804315,1777362121.0802908,2910474,308.69447394543573,psi,OK,,,,simulated
thrust,thrust,33475.0804429,1777362121.0803022,-3355,199.97360706014433,N,OK,,,,simulated
tank_temp,temperature,33475.0804527,1777362121.080312,181038,20.537843303887826,°C,OK,,,,simulated
chamber_pressure,pressure,33475.1009643,1777362121.1008246,2303654,218.27123680963956,psi,OK,,,,simulated
injector_pressure,pressure,33475.101017,1777362121.1008763,2920174,310.13988675354557,psi,OK,,,,simulated
thrust,thrust,33475.1010292,1777362121.1008885,-3379,201.40411870528396,N,OK,,,,simulated
tank_temp,temperature,33475.1010412,1777362121.1009007,180948,20.398507754036565,°C,OK,,,,simulated
chamber_pressure,pressure,33475.1212007,1777362121.1210613,2307466,218.83926914206376,psi,OK,,,,simulated
injector_pressure,pressure,33475.1212893,1777362121.1211486,2905817,308.00052678591334,psi,OK,,,,simulated
thrust,thrust,33475.1213398,1777362121.1211998,-3373,201.04649079399906,N,OK,,,,simulated
tank_temp,temperature,33475.1213672,1777362121.1212268,180924,20.36135160740956,°C,OK,,,,simulated
chamber_pressure,pressure,33475.1417598,1777362121.1416194,2306557,218.7038175706646,psi,OK,,,,simulated
injector_pressure,pressure,33475.1418255,1777362121.1416848,2902902,307.56615788533185,psi,OK,,,,simulated
thrust,thrust,33475.1418387,1777362121.1416981,-3315,197.5894209849116,N,OK,,,,simulated
tank_temp,temperature,33475.1418502,1777362121.1417096,180927,20.365996125737936,°C,OK,,,,simulated
chamber_pressure,pressure,33475.1620518,1777362121.1619127,2283681,215.29502752960062,psi,OK,,,,simulated
injector_pressure,pressure,33475.1621485,1777362121.1620078,2912018,308.9245479016957,psi,OK,,,,simulated
thrust,thrust,33475.162162,1777362121.1620214,-3243,193.29788604949272,N,OK,,,,simulated
tank_temp,temperature,33475.1621762,1777362121.1620357,180932,20.37373698961856,°C,OK,,,,simulated
chamber_pressure,pressure,33475.1828838,1777362121.1827433,2319974,220.703106606377,psi,OK,,,,simulated
injector_pressure,pressure,33475.1829268,1777362121.182786,2880135,304.17361011190536,psi,OK,,,,simulated
thrust,thrust,33475.1829387,1777362121.1827981,-3285,195.80128142848707,N,OK,,,,simulated
tank_temp,temperature,33475.1829509,1777362121.1828103,180936,20.379929680723063,°C,OK,,,,simulated
chamber_pressure,pressure,33475.2029378,1777362121.2027981,2292400,216.59425992897275,psi,OK,,,,simulated
injector_pressure,pressure,33475.2030031,1777362121.2028623,2908731,308.4347466748651,psi,OK,,,,simulated
thrust,thrust,33475.2030228,1777362121.2028823,-3143,187.33742086141092,N,OK,,,,simulated
tank_temp,temperature,33475.2030468,1777362121.2029061,180894,20.314906424125805,°C,OK,,,,simulated
chamber_pressure,pressure,33475.2230153,1777362121.2228756,2318112,220.42564695187178,psi,OK,,,,simulated
injector_pressure,pressure,33475.2231058,1777362121.222965,2911188,308.800868249043,psi,OK,,,,simulated
thrust,thrust,33475.223119,1777362121.2229786,-3065,182.68825801470712,N,OK,,,,simulated
tank_temp,temperature,33475.2231341,1777362121.2229934,181087,20.613703769917958,°C,OK,,,,simulated
chamber_pressure,pressure,33475.2431752,1777362121.2430353,2284589,215.43033008937007,psi,OK,,,,simulated
injector_pressure,pressure,33475.2432607,1777362121.2431204,2897576,306.7725219455387,psi,OK,,,,simulated
thrust,thrust,33475.2432845,1777362121.2431438,-2971,177.08542073791023,N,OK,,,,simulated
tank_temp,temperature,33475.2433031,1777362121.2431624,180834,20.2220160575583,°C,OK,,,,simulated
chamber_pressure,pressure,33475.2633212,1777362121.2631817,2286800,215.7597948026413,psi,OK,,,,simulated
injector_pressure,pressure,33475.2634119,1777362121.2632713,2915110,309.3852918607344,psi,OK,,,,simulated
thrust,thrust,33475.2634333,1777362121.263293,-2833,168.85997877835734,N,OK,,,,simulated
tank_temp,temperature,33475.2634581,1777362121.2633176,180728,20.057909743289034,°C,OK,,,,simulated
chamber_pressure,pressure,33475.2857343,1777362121.2855947,2292002,216.53495330035133,psi,OK,,,,simulated
injector_pressure,pressure,33475.2857762,1777362121.2856352,2905267,307.9185703895772,psi,OK,,,,simulated
thrust,thrust,33475.2857864,1777362121.2856457,-2775,165.4029089692699,N,OK,,,,simulated
tank_temp,temperature,33475.2857983,1777362121.2856576,180956,20.410893136245566,°C,OK,,,,simulated
chamber_pressure,pressure,33475.3058746,1777362121.3057353,2290442,216.30249515801614,psi,OK,,,,simulated
injector_pressure,pressure,33475.3059851,1777362121.3058448,2886549,305.1293707048143,psi,OK,,,,simulated
thrust,thrust,33475.3060369,1777362121.305897,-2579,153.72039720062958,N,OK,,,,simulated
tank_temp,temperature,33475.3060776,1777362121.305937,180958,20.413989481797817,°C,OK,,,,simulated
chamber_pressure,pressure,33475.3269141,1777362121.326776,2282909,215.17999055147064,psi,OK,,,,simulated
injector_pressure,pressure,33475.3271113,1777362121.326972,2909570,308.5597674321851,psi,OK,,,,simulated
thrust,thrust,33475.3272494,1777362121.3271103,-2461,146.68704827869306,N,OK,,,,simulated
tank_temp,temperature,33475.3273041,1777362121.3271642,180995,20.471271874514446,°C,OK,,,,simulated
chamber_pressure,pressure,33475.3473078,1777362121.3471675,2296053,217.13859941227432,psi,OK,,,,simulated
injector_pressure,pressure,33475.3473718,1777362121.347231,2902252,307.4693003260255,psi,OK,,,,simulated
thrust,thrust,33475.3473925,1777362121.3472521,-2299,137.03109467400054,N,OK,,,,simulated
tank_temp,temperature,33475.3474168,1777362121.3472762,180961,20.41863400012619,°C,OK,,,,simulated
chamber_pressure,pressure,33475.3673972,1777362121.367257,2268457,213.02647447901657,psi,OK,,,,simulated
injector_pressure,pressure,33475.3674778,1777362121.3673372,2907241,308.21271934660905,psi,OK,,,,simulated
thrust,thrust,33475.3674985,1777362121.367358,-2151,128.20960619563948,N,OK,,,,simulated
tank_temp,temperature,33475.3675186,1777362121.367378,180968,20.42947120955907,°C,OK,,,,simulated
chamber_pressure,pressure,33475.3881826,1777362121.3880427,2295016,216.9840743522733,psi,OK,,,,simulated
injector_pressure,pressure,33475.3882373,1777362121.3880966,2911326,308.8214318539419,psi,OK,,,,simulated
thrust,thrust,33475.3882658,1777362121.3881254,-1983,118.19602467966206,N,OK,,,,simulated
tank_temp,temperature,33475.3882801,1777362121.3881395,181002,20.48210908394732,°C,OK,,,,simulated
chamber_pressure,pressure,33475.4082798,1777362121.4081402,2273967,213.84752855867484,psi,OK,,,,simulated
injector_pressure,pressure,33475.4083711,1777362121.4082305,2925808,310.9794182752869,psi,OK,,,,simulated
thrust,thrust,33475.4083917,1777362121.408251,-1813,108.063233859923,N,OK,,,,simulated
tank_temp,temperature,33475.4084105,1777362121.40827,181046,20.55022868609683,°C,OK,,,,simulated
chamber_pressure,pressure,33475.4286575,1777362121.428518,2292508,216.61035318498057,psi,OK,,,,simulated
injector_pressure,pressure,33475.4287385,1777362121.4285977,2914604,309.3098919761052,psi,OK,,,,simulated
thrust,thrust,33475.4287599,1777362121.4286199,-1597,95.18862905366632,N,OK,,,,simulated
tank_temp,temperature,33475.4287881,1777362121.4286478,180958,20.413989481797817,°C,OK,,,,simulated
chamber_pressure,pressure,33475.4491271,1777362121.4489882,2273428,213.76721129026544,psi,OK,,,,simulated
injector_pressure,pressure,33475.4492702,1777362121.4491298,2913622,309.16356255573777,psi,OK,,,,simulated
thrust,thrust,33475.4493234,1777362121.4491837,-1345,80.16825677970019,N,OK,,,,simulated
tank_temp,temperature,33475.4493656,1777362121.4492252,180966,20.426374864006817,°C,OK,,,,simulated
chamber_pressure,pressure,33475.4693858,1777362121.469248,2261053,211.92319237270263,psi,OK,,,,simulated
injector_pressure,pressure,33475.4695501,1777362121.4694092,2918153,309.83873424991776,psi,OK,,,,simulated
thrust,thrust,33475.4695778,1777362121.4694374,-1185,70.63151247876931,N,OK,,,,simulated
tank_temp,temperature,33475.4696076,1777362121.469467,181119,20.663245298753964,°C,OK,,,,simulated
chamber_pressure,pressure,33475.4897923,1777362121.4896526,2277172,214.3251108318699,psi,OK,,,,simulated
injector_pressure,pressure,33475.4898344,1777362121.4896936,2896315,306.58461828048445,psi,OK,,,,simulated
thrust,thrust,33475.4898445,1777362121.4897037,-989,58.949000710128985,N,OK,,,,simulated
tank_temp,temperature,33475.4898562,1777362121.4897158,181031,20.52700609445495,°C,OK,,,,simulated
chamber_pressure,pressure,33475.5099124,1777362121.5097728,2292592,216.62287016187554,psi,OK,,,,simulated
injector_pressure,pressure,33475.5100041,1777362121.5098636,2927347,311.20874717339836,psi,OK,,,,simulated
thrust,thrust,33475.5100219,1777362121.5098813,-795,47.385698245250296,N,OK,,,,simulated
tank_temp,temperature,33475.5100357,1777362121.509895,180936,20.379929680723063,°C,OK,,,,simulated
chamber_pressure,pressure,33475.5302487,1777362121.530109,2267020,212.81234476713473,psi,OK,,,,simulated
injector_pressure,pressure,33475.5303675,1777362121.530227,2904321,307.7776053878791,psi,OK,,,,simulated
thrust,thrust,33475.5304238,1777362121.5302837,-621,37.01448881798797,N,OK,,,,simulated
tank_temp,temperature,33475.5304504,1777362121.5303102,181153,20.715883173142217,°C,OK,,,,simulated
chamber_pressure,pressure,33475.5506066,1777362121.5504665,2266017,212.66288610254358,psi,OK,,,,simulated
injector_pressure,pressure,33475.5506709,1777362121.5505302,2919872,310.09488524137555,psi,OK,,,,simulated
thrust,thrust,33475.5506824,1777362121.5505419,-371,22.11332584778347,N,OK,,,,simulated
tank_temp,temperature,33475.5506946,1777362121.5505538,181056,20.56571041385808,°C,OK,,,,simulated
chamber_pressure,pressure,33475.5720298,1777362121.5718918,2258023,211.47168713470543,psi,OK,,,,simulated
injector_pressure,pressure,33475.5721959,1777362121.5720553,2904404,307.7899733531443,psi,OK,,,,simulated
thrust,thrust,33475.5722182,1777362121.5720775,-95,5.662441928677708,N,OK,,,,simulated
tank_temp,temperature,33475.5722376,1777362121.572097,180971,20.43411572788744,°C,OK,,,,simulated
chamber_pressure,pressure,33475.5926695,1777362121.5925293,2250418,210.33845369082138,psi,OK,,,,simulated
injector_pressure,pressure,33475.5927312,1777362121.5925906,2906187,308.0556610889031,psi,OK,,,,simulated
thrust,thrust,33475.5927512,1777362121.5926108,7,0.4172325631657259,N,OK,,,,simulated
tank_temp,temperature,33475.5927758,1777362121.5926354,180937,20.381477853499188,°C,OK,,,,simulated
chamber_pressure,pressure,33475.6128382,1777362121.6126983,2248888,210.11046589737725,psi,OK,,,,simulated
injector_pressure,pressure,33475.612905,1777362121.6127644,2912283,308.96403598356676,psi,OK,,,,simulated
thrust,thrust,33475.6129251,1777362121.6127849,291,17.344953697318033,N,OK,,,,simulated
tank_temp,temperature,33475.6129462,1777362121.6128056,181035,20.533198785559453,°C,OK,,,,simulated
chamber_pressure,pressure,33475.6329723,1777362121.6328332,2240324,208.83433030060888,psi,OK,,,,simulated
injector_pressure,pressure,33475.6330793,1777362121.6329389,2935600,312.43854015332937,psi,OK,,,,simulated
thrust,thrust,33475.6331226,1777362121.6329825,509,30.338767807336353,N,OK,,,,simulated
tank_temp,temperature,33475.6331713,1777362121.633031,180965,20.42482669123069,°C,OK,,,,simulated
chamber_pressure,pressure,33475.6535218,1777362121.6533816,2236495,208.26376477047975,psi,OK,,,,simulated
injector_pressure,pressure,33475.6535613,1777362121.6534204,2923777,310.67677565536206,psi,OK,,,,simulated
thrust,thrust,33475.6535707,1777362121.65343,697,41.544442360930134,N,OK,,,,simulated
tank_temp,temperature,33475.6535797,1777362121.653439,180954,20.407796790693315,°C,OK,,,,simulated
chamber_pressure,pressure,33475.6737477,1777362121.6736078,2248455,210.04594386171627,psi,OK,,,,simulated
injector_pressure,pressure,33475.6739012,1777362121.6737607,2910898,308.7576548764294,psi,OK,,,,simulated
thrust,thrust,33475.6739494,1777362121.6738098,923,55.015093685995,N,OK,,,,simulated
tank_temp,temperature,33475.6739843,1777362121.6738439,180942,20.389218717379812,°C,OK,,,,simulated
chamber_pressure,pressure,33475.6941312,1777362121.6939917,2261044,211.9218512680353,psi,OK,,,,simulated
injector_pressure,pressure,33475.6941904,1777362121.6940498,2914333,309.26950982445595,psi,OK,,,,simulated
thrust,thrust,33475.6942005,1777362121.6940598,1147,68.36653570729823,N,OK,,,,simulated
tank_temp,temperature,33475.6942106,1777362121.69407,180996,20.472820047290572,°C,OK,,,,simulated
chamber_pressure,pressure,33475.7142185,1777362121.7140787,2247000,209.8291319404998,psi,OK,,,,simulated
injector_pressure,pressure,33475.7142952,1777362121.7141545,2905807,307.9990366696163,psi,OK,,,,simulated
thrust,thrust,33475.714319,1777362121.7141786,1373,81.83718703236309,N,OK,,,,simulated
tank_temp,temperature,33475.714341,1777362121.7142003,181103,20.638474534335963,°C,OK,,,,simulated
chamber_pressure,pressure,33475.7345827,1777362121.7344427,2243420,209.29567030616641,psi,OK,,,,simulated
injector_pressure,pressure,33475.7346406,1777362121.7345,2917247,309.7037297134077,psi,OK,,,,simulated
thrust,thrust,33475.7346524,1777362121.7345119,1537,91.61234994081724,N,OK,,,,simulated
tank_temp,temperature,33475.7346632,1777362121.7345226,181007,20.48984994782795,°C,OK,,,,simulated
chamber_pressure,pressure,33475.7548387,1777362121.7546988,2238049,208.49532884303673,psi,OK,,,,simulated
injector_pressure,pressure,33475.7549281,1777362121.7547877,2912005,308.9226107505096,psi,OK,,,,simulated
thrust,thrust,33475.7549526,1777362121.754812,1737,103.53328031698084,N,OK,,,,simulated
tank_temp,temperature,33475.7549751,1777362121.7548347,180944,20.392315062932063,°C,OK,,,,simulated
chamber_pressure,pressure,33475.77566,1777362121.7755198,2223621,206.34538904969563,psi,OK,,,,simulated
injector_pressure,pressure,33475.7757618,1777362121.7756212,2925218,310.8915014137627,psi,OK,,,,simulated
thrust,thrust,33475.7757832,1777362121.7756426,1879,111.99714088405699,N,OK,,,,simulated
tank_temp,temperature,33475.7758015,1777362121.775661,181085,20.61060742436571,°C,OK,,,,simulated
chamber_pressure,pressure,33475.7957238,1777362121.7955842,2231042,207.4512043537145,psi,OK,,,,simulated
injector_pressure,pressure,33475.7957759,1777362121.7956352,2904449,307.79667887648094,psi,OK,,,,simulated
thrust,thrust,33475.7957941,1777362121.7956536,2067,123.20281543765077,N,OK,,,,simulated
tank_temp,temperature,33475.7958193,1777362121.7956786,181049,20.554873204425203,°C,OK,,,,simulated
chamber_pressure,pressure,33475.8162898,1777362121.8161495,2221679,206.05600846481425,psi,OK,,,,simulated
injector_pressure,pressure,33475.816334,1777362121.8161933,2914894,309.35310534871877,psi,OK,,,,simulated
thrust,thrust,33475.8163454,1777362121.816205,2211,131.78588530848856,N,OK,,,,simulated
tank_temp,temperature,33475.8163731,1777362121.8162327,181102,20.636926361559837,°C,OK,,,,simulated
chamber_pressure,pressure,33475.837389,1777362121.8372514,2231991,207.59261639030174,psi,OK,,,,simulated
injector_pressure,pressure,33475.8376184,1777362121.8374782,2909933,308.61385865376695,psi,OK,,,,simulated
thrust,thrust,33475.8376564,1777362121.8375158,2381,141.91867612822762,N,OK,,,,simulated
tank_temp,temperature,33475.837725,1777362121.8375852,181129,20.678727026515215,°C,OK,,,,simulated
chamber_pressure,pressure,33475.8576725,1777362121.857533,2231671,207.5449326687971,psi,OK,,,,simulated
injector_pressure,pressure,33475.8577446,1777362121.8576038,2911302,308.817855574829,psi,OK,,,,simulated
thrust,thrust,33475.8577571,1777362121.8576164,2499,148.95202505016414,N,OK,,,,simulated
tank_temp,temperature,33475.8577689,1777362121.857628,181043,20.545584167768453,°C,OK,,,,simulated
chamber_pressure,pressure,33475.8778369,1777362121.8776963,2228636,207.09268237265138,psi,OK,,,,simulated
injector_pressure,pressure,33475.8778925,1777362121.8777518,2925812,310.9800143218057,psi,OK,,,,simulated
thrust,thrust,33475.8779062,1777362121.8777657,2673,159.32323447742647,N,OK,,,,simulated
tank_temp,temperature,33475.8779171,1777362121.8777764,181048,20.553325031649077,°C,OK,,,,simulated
chamber_pressure,pressure,33475.8978874,1777362121.897748,2216426,205.2732503739894,psi,OK,,,,simulated
injector_pressure,pressure,33475.8979845,1777362121.8978436,2920031,310.1185780904982,psi,OK,,,,simulated
thrust,thrust,33475.8980053,1777362121.897865,2825,168.3831415633108,N,OK,,,,simulated
tank_temp,temperature,33475.8980269,1777362121.8978863,181057,20.567258586634203,°C,OK,,,,simulated
chamber_pressure,pressure,33475.9182407,1777362121.9181006,2219901,205.79106578720402,psi,OK,,,,simulated
injector_pressure,pressure,33475.9182961,1777362121.9181554,2924746,310.8211679245433,psi,OK,,,,simulated
thrust,thrust,33475.9183082,1777362121.9181676,2885,171.95942067615988,N,OK,,,,simulated
tank_temp,temperature,33475.9183191,1777362121.9181786,180990,20.46353101063382,°C,OK,,,,simulated
chamber_pressure,pressure,33475.9384155,1777362121.9382753,2199393,202.73513528527442,psi,OK,,,,simulated
injector_pressure,pressure,33475.9384767,1777362121.938336,2930910,311.7396756100267,psi,OK,,,,simulated
thrust,thrust,33475.9384886,1777362121.9383483,3001,178.87356029433477,N,OK,,,,simulated
tank_temp,temperature,33475.9384993,1777362121.9383588,181110,20.649311743768838,°C,OK,,,,simulated
chamber_pressure,pressure,33475.9584493,1777362121.9583092,2201743,203.08531261507423,psi,OK,,,,simulated
injector_pressure,pressure,33475.9585022,1777362121.9583616,2930586,311.69139584200326,psi,OK,,,,simulated
thrust,thrust,33475.9585145,1777362121.9583743,3103,184.9532347861782,N,OK,,,,simulated
tank_temp,temperature,33475.958525,1777362121.9583843,181158,20.723624037022844,°C,OK,,,,simulated
chamber_pressure,pressure,33475.9793583,1777362121.979218,2197122,202.39672987422108,psi,OK,,,,simulated
injector_pressure,pressure,33475.9794409,1777362121.9793003,2905271,307.919166436096,psi,OK,,,,simulated
thrust,thrust,33475.9794512,1777362121.9793105,3163,188.52951389902728,N,OK,,,,simulated
tank_temp,temperature,33475.9794594,1777362121.9793189,181084,20.609059251589585,°C,OK,,,,simulated
chamber_pressure,pressure,33475.9994964,1777362121.9993567,2186784,200.85624764636134,psi,OK,,,,simulated
injector_pressure,pressure,33475.9995692,1777362121.9994285,2924538,310.7901735055653,psi,OK,,,,simulated
thrust,thrust,33475.9995831,1777362121.9994423,3257,194.13235117582417,N,OK,,,,simulated
tank_temp,temperature,33475.9995957,1777362121.999455,181061,20.573451277738705,°C,OK,,,,simulated
chamber_pressure,pressure,33476.0197646,1777362122.0196247,2182161,200.16736688224879,psi,OK,,,,simulated
injector_pressure,pressure,33476.0198488,1777362122.0197082,2901445,307.349047940856,psi,OK,,,,simulated
thrust,thrust,33476.0198709,1777362122.0197303,3287,195.9204907322487,N,OK,,,,simulated
tank_temp,temperature,33476.0198929,1777362122.0197525,181063,20.576547623290956,°C,OK,,,,simulated
chamber_pressure,pressure,33476.0399428,1777362122.0398026,2180169,199.8705357158823,psi,OK,,,,simulated
injector_pressure,pressure,33476.0400568,1777362122.0399163,2918562,309.89968000646587,psi,OK,,,,simulated
thrust,thrust,33476.0401013,1777362122.0399613,3277,195.32444421344053,N,OK,,,,simulated
tank_temp,temperature,33476.0401515,1777362122.0400112,181032,20.528554267231076,°C,OK,,,,simulated
chamber_pressure,pressure,33476.0611173,1777362122.0609791,2180904,199.98005926371331,psi,OK,,,,simulated
injector_pressure,pressure,33476.0612738,1777362122.0611331,2938544,312.8772303911722,psi,OK,,,,simulated
thrust,thrust,33476.0612899,1777362122.0611491,3307,197.11258376986507,N,OK,,,,simulated
tank_temp,temperature,33476.0613063,1777362122.0611658,181034,20.531650612783327,°C,OK,,,,simulated
chamber_pressure,pressure,33476.0818412,1777362122.0817008,2162658,197.2611930681697,psi,OK,,,,simulated
injector_pressure,pressure,33476.0818953,1777362122.0817547,2917285,309.7093921553364,psi,OK,,,,simulated
thrust,thrust,33476.081909,1777362122.0817692,3377,201.28490940152233,N,OK,,,,simulated
tank_temp,temperature,33476.0819537,1777362122.0818133,181063,20.576547623290956,°C,OK,,,,simulated
chamber_pressure,pressure,33476.1020537,1777362122.1019146,2199184,202.7039918546667,psi,OK,,,,simulated
injector_pressure,pressure,33476.1021469,1777362122.1020062,2915516,309.44579058239344,psi,OK,,,,simulated
thrust,thrust,33476.1021913,1777362122.1020515,3371,200.92728149023742,N,OK,,,,simulated
tank_temp,temperature,33476.1022327,1777362122.102092,181038,20.537843303887826,°C,OK,,,,simulated
chamber_pressure,pressure,33476.1221085,1777362122.121969,2177277,199.43959408278388,psi,OK,,,,simulated
injector_pressure,pressure,33476.1222178,1777362122.1220772,2920934,310.2531355921191,psi,OK,,,,simulated
thrust,thrust,33476.1222569,1777362122.1221168,3371,200.92728149023742,N,OK,,,,simulated
tank_temp,temperature,33476.1223075,1777362122.122167,181067,20.582740314395455,°C,OK,,,,simulated
chamber_pressure,pressure,33476.1440936,1777362122.1439567,2172001,198.6534087244759,psi,OK,,,,simulated
injector_pressure,pressure,33476.1442903,1777362122.1441498,2919373,310.02052843815426,psi,OK,,,,simulated
thrust,thrust,33476.1443557,1777362122.1442158,3309,197.2317930736267,N,OK,,,,simulated
tank_temp,temperature,33476.1443892,1777362122.1442485,180997,20.474368220066697,°C,OK,,,,simulated
chamber_pressure,pressure,33476.1643977,1777362122.1642594,2174358,199.00462913568362,psi,OK,,,,simulated
injector_pressure,pressure,33476.1645851,1777362122.1644447,2919425,310.02827704289876,psi,OK,,,,simulated
thrust,thrust,33476.1646323,1777362122.1644926,3263,194.48997908710908,N,OK,,,,simulated
tank_temp,temperature,33476.164683,1777362122.1645424,181124,20.670986162634588,°C,OK,,,,simulated
chamber_pressure,pressure,33476.1857438,1777362122.1856034,2162972,197.30798271989613,psi,OK,,,,simulated
injector_pressure,pressure,33476.1857849,1777362122.1856444,2911485,308.8451247030645,psi,OK,,,,simulated
thrust,thrust,33476.1857958,1777362122.1856554,3143,187.33742086141092,N,OK,,,,simulated
tank_temp,temperature,33476.1858063,1777362122.1856656,181108,20.646215398216587,°C,OK,,,,simulated
chamber_pressure,pressure,33476.2063187,1777362122.2061791,2166024,197.76276621374677,psi,OK,,,,simulated
injector_pressure,pressure,33476.2063839,1777362122.2062433,2929938,311.59483630595633,psi,OK,,,,simulated
thrust,thrust,33476.2063957,1777362122.2062552,3171,189.00635111407382,N,OK,,,,simulated
tank_temp,temperature,33476.206408,1777362122.2062674,181034,20.531650612783327,°C,OK,,,,simulated
chamber_pressure,pressure,33476.2264337,1777362122.226295,2162608,197.2537424866846,psi,OK,,,,simulated
injector_pressure,pressure,33476.2265202,1777362122.2263796,2927930,311.29562095351463,psi,OK,,,,simulated
thrust,thrust,33476.2265429,1777362122.2264025,3009,179.3503975093813,N,OK,,,,simulated
tank_temp,temperature,33476.2265644,1777362122.2264237,180963,20.42173034567844,°C,OK,,,,simulated
chamber_pressure,pressure,33476.2467426,1777362122.2466025,2161801,197.13349010151504,psi,OK,,,,simulated
injector_pressure,pressure,33476.2468308,1777362122.2466903,2916763,309.6316080846319,psi,OK,,,,simulated
thrust,thrust,33476.2468658,1777362122.2467258,2979,177.56225795295677,N,OK,,,,simulated
tank_temp,temperature,33476.2469174,1777362122.2467768,181114,20.655504434873336,°C,OK,,,,simulated
chamber_pressure,pressure,33476.2671003,1777362122.26696,2128550,192.17870440229228,psi,OK,,,,simulated
injector_pressure,pressure,33476.2671426,1777362122.2670019,2921977,310.4085547218984,psi,OK,,,,simulated
thrust,thrust,33476.2671528,1777362122.2670121,2797,166.7142113106479,N,OK,,,,simulated
tank_temp,temperature,33476.267163,1777362122.2670224,181189,20.771617393082725,°C,OK,,,,simulated
chamber_pressure,pressure,33476.287642,1777362122.287502,2158151,196.58959765310257,psi,OK,,,,simulated
injector_pressure,pressure,33476.2876931,1777362122.2875526,2925334,310.9087867628081,psi,OK,,,,simulated
thrust,thrust,33476.2877054,1777362122.2875648,2691,160.3961182112812,N,OK,,,,simulated
tank_temp,temperature,33476.287727,1777362122.2875862,181073,20.592029351052208,°C,OK,,,,simulated
chamber_pressure,pressure,33476.3080332,1777362122.3078933,2145851,194.75675460776736,psi,OK,,,,simulated
injector_pressure,pressure,33476.3080858,1777362122.3079453,2928983,311.4525301995909,psi,OK,,,,simulated
thrust,thrust,33476.3081008,1777362122.3079605,2587,154.19723441567612,N,OK,,,,simulated
tank_temp,temperature,33476.3081254,1777362122.3079848,181092,20.621444633798585,°C,OK,,,,simulated
chamber_pressure,pressure,33476.3282901,1777362122.3281505,2147340,194.97863292439376,psi,OK,,,,simulated
injector_pressure,pressure,33476.3283772,1777362122.3282368,2922423,310.4750139087455,psi,OK,,,,simulated
thrust,thrust,33476.3283948,1777362122.3282542,2425,144.5412808109836,N,OK,,,,simulated
tank_temp,temperature,33476.3284098,1777362122.3282692,181090,20.618348288246334,°C,OK,,,,simulated
chamber_pressure,pressure,33476.3483837,1777362122.3482432,2142493,194.2563735552279,psi,OK,,,,simulated
injector_pressure,pressure,33476.3484258,1777362122.3482852,2925334,310.9087867628081,psi,OK,,,,simulated
thrust,thrust,33476.3484358,1777362122.3482952,2267,135.12374581381437,N,OK,,,,simulated
tank_temp,temperature,33476.3484463,1777362122.3483057,181172,20.745298455888594,°C,OK,,,,simulated
chamber_pressure,pressure,33476.3686261,1777362122.368486,2137272,193.47838383655352,psi,OK,,,,simulated
injector_pressure,pressure,33476.3686874,1777362122.3685467,2915542,309.4496648847657,psi,OK,,,,simulated
thrust,thrust,33476.3687001,1777362122.3685594,2159,128.68644341068602,N,OK,,,,simulated
tank_temp,temperature,33476.3687129,1777362122.3685725,181074,20.593577523828333,°C,OK,,,,simulated
chamber_pressure,pressure,33476.3890893,1777362122.3889494,2145684,194.73186966560712,psi,OK,,,,simulated
injector_pressure,pressure,33476.3891294,1777362122.3889887,2907270,308.2170406838704,psi,OK,,,,simulated
thrust,thrust,33476.3891392,1777362122.3889987,1981,118.07681537590042,N,OK,,,,simulated
tank_temp,temperature,33476.3891512,1777362122.3890107,181200,20.7886472936201,°C,OK,,,,simulated
chamber_pressure,pressure,33476.4096313,1777362122.4094915,2124459,191.56909782518122,psi,OK,,,,simulated
